Lea State,LEA,School State,School,ID,Year,Category,Instances,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,LEP
GA,ATLANTA CITY,GA,F. L. STANTON ELEMENTARY SCHOOL,130012000045,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,F. L. STANTON ELEMENTARY SCHOOL,130012000045,2006,Total enrollment,,0.00,0.00,,,0.00,275.00,0.00,,275.00,0.00
GA,ATLANTA CITY,GA,KENNEDY MIDDLE SCHOOL,130012000048,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,KENNEDY MIDDLE SCHOOL,130012000048,2006,Out-of-school suspension,,0.00,0.00,,,0.00,100.00,0.00,,100.00,0.00
GA,ATLANTA CITY,GA,KENNEDY MIDDLE SCHOOL,130012000048,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,KENNEDY MIDDLE SCHOOL,130012000048,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,KENNEDY MIDDLE SCHOOL,130012000048,2006,Total enrollment,,0.00,0.00,,,5.00,485.00,0.00,,490.00,0.00
GA,ATLANTA CITY,GA,PARKS MIDDLE SCHOOL,130012000049,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,PARKS MIDDLE SCHOOL,130012000049,2006,Out-of-school suspension,,0.00,0.00,,,0.00,170.00,0.00,,170.00,0.00
GA,ATLANTA CITY,GA,PARKS MIDDLE SCHOOL,130012000049,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,PARKS MIDDLE SCHOOL,130012000049,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,PARKS MIDDLE SCHOOL,130012000049,2006,Total enrollment,,0.00,5.00,,,5.00,450.00,0.00,,460.00,5.00
GA,ATLANTA CITY,GA,WOODSON ELEMENTARY SCHOOL,130012000050,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,WOODSON ELEMENTARY SCHOOL,130012000050,2006,Out-of-school suspension,,0.00,0.00,,,0.00,25.00,0.00,,25.00,0.00
GA,ATLANTA CITY,GA,WOODSON ELEMENTARY SCHOOL,130012000050,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,WOODSON ELEMENTARY SCHOOL,130012000050,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,WOODSON ELEMENTARY SCHOOL,130012000050,2006,Total enrollment,,0.00,0.00,,,0.00,395.00,0.00,,395.00,0.00
GA,ATLANTA CITY,GA,TOOMER ELEMENTARY SCHOOL,130012000052,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,TOOMER ELEMENTARY SCHOOL,130012000052,2006,Out-of-school suspension,,0.00,0.00,,,0.00,10.00,0.00,,10.00,0.00
GA,ATLANTA CITY,GA,TOOMER ELEMENTARY SCHOOL,130012000052,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,TOOMER ELEMENTARY SCHOOL,130012000052,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,TOOMER ELEMENTARY SCHOOL,130012000052,2006,Total enrollment,,0.00,0.00,,,5.00,190.00,0.00,,195.00,0.00
GA,ATLANTA CITY,GA,DUNBAR ELEMENTARY SCHOOL,130012000054,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,DUNBAR ELEMENTARY SCHOOL,130012000054,2006,Out-of-school suspension,,0.00,0.00,,,0.00,20.00,0.00,,20.00,0.00
GA,ATLANTA CITY,GA,DUNBAR ELEMENTARY SCHOOL,130012000054,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,DUNBAR ELEMENTARY SCHOOL,130012000054,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,DUNBAR ELEMENTARY SCHOOL,130012000054,2006,Total enrollment,,0.00,0.00,,,0.00,230.00,0.00,,230.00,0.00
GA,ATLANTA CITY,GA,WATERS ELEMENTARY SCHOOL,130012000056,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,WATERS ELEMENTARY SCHOOL,130012000056,2006,Out-of-school suspension,,0.00,0.00,,,0.00,15.00,0.00,,15.00,0.00
GA,ATLANTA CITY,GA,WATERS ELEMENTARY SCHOOL,130012000056,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,WATERS ELEMENTARY SCHOOL,130012000056,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,WATERS ELEMENTARY SCHOOL,130012000056,2006,Total enrollment,,0.00,5.00,,,45.00,360.00,0.00,,410.00,35.00
GA,ATLANTA CITY,GA,SYLVAN HILLS MIDDLE SCHOOL,130012000058,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,SYLVAN HILLS MIDDLE SCHOOL,130012000058,2006,Out-of-school suspension,,0.00,0.00,,,0.00,270.00,0.00,,270.00,0.00
GA,ATLANTA CITY,GA,SYLVAN HILLS MIDDLE SCHOOL,130012000058,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,SYLVAN HILLS MIDDLE SCHOOL,130012000058,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,SYLVAN HILLS MIDDLE SCHOOL,130012000058,2006,Total enrollment,,0.00,0.00,,,5.00,450.00,0.00,,455.00,0.00
GA,ATLANTA CITY,GA,SLATER ELEMENTARY SCHOOL,130012000059,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,SLATER ELEMENTARY SCHOOL,130012000059,2006,Out-of-school suspension,,0.00,0.00,,,0.00,40.00,0.00,,40.00,0.00
GA,ATLANTA CITY,GA,SLATER ELEMENTARY SCHOOL,130012000059,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,SLATER ELEMENTARY SCHOOL,130012000059,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,SLATER ELEMENTARY SCHOOL,130012000059,2006,Total enrollment,,0.00,0.00,,,15.00,485.00,0.00,,500.00,10.00
GA,ATLANTA CITY,GA,PRICE MIDDLE SCHOOL,130012000060,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,PRICE MIDDLE SCHOOL,130012000060,2006,Out-of-school suspension,,0.00,0.00,,,5.00,225.00,0.00,,230.00,0.00
GA,ATLANTA CITY,GA,PRICE MIDDLE SCHOOL,130012000060,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,PRICE MIDDLE SCHOOL,130012000060,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,PRICE MIDDLE SCHOOL,130012000060,2006,Total enrollment,,0.00,0.00,,,55.00,660.00,5.00,,715.00,20.00
GA,ATLANTA CITY,GA,MILES ELEMENTARY SCHOOL,130012000063,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,MILES ELEMENTARY SCHOOL,130012000063,2006,Out-of-school suspension,,0.00,0.00,,,0.00,5.00,0.00,,5.00,0.00
GA,ATLANTA CITY,GA,MILES ELEMENTARY SCHOOL,130012000063,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,MILES ELEMENTARY SCHOOL,130012000063,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,MILES ELEMENTARY SCHOOL,130012000063,2006,Total enrollment,,0.00,0.00,,,5.00,465.00,0.00,,465.00,5.00
GA,ATLANTA CITY,GA,HERNDON ELEMENTARY,130012000065,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,HERNDON ELEMENTARY,130012000065,2006,Out-of-school suspension,,0.00,0.00,,,0.00,5.00,0.00,,5.00,0.00
GA,ATLANTA CITY,GA,HERNDON ELEMENTARY,130012000065,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,HERNDON ELEMENTARY,130012000065,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,HERNDON ELEMENTARY,130012000065,2006,Total enrollment,,0.00,0.00,,,5.00,390.00,0.00,,395.00,0.00
GA,ATLANTA CITY,GA,GRADY HIGH SCHOOL,130012000066,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,GRADY HIGH SCHOOL,130012000066,2006,Out-of-school suspension,,0.00,0.00,,,0.00,155.00,10.00,,165.00,0.00
GA,ATLANTA CITY,GA,GRADY HIGH SCHOOL,130012000066,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,GRADY HIGH SCHOOL,130012000066,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,GRADY HIGH SCHOOL,130012000066,2006,Total enrollment,,0.00,20.00,,,35.00,865.00,350.00,,1270.00,15.00
GA,ATLANTA CITY,GA,THOMASVILLE HEIGHTS ELEMENTARY SCHOOL,130012000069,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,THOMASVILLE HEIGHTS ELEMENTARY SCHOOL,130012000069,2006,Out-of-school suspension,,0.00,0.00,,,0.00,40.00,0.00,,40.00,0.00
GA,ATLANTA CITY,GA,THOMASVILLE HEIGHTS ELEMENTARY SCHOOL,130012000069,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,THOMASVILLE HEIGHTS ELEMENTARY SCHOOL,130012000069,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,THOMASVILLE HEIGHTS ELEMENTARY SCHOOL,130012000069,2006,Total enrollment,,0.00,0.00,,,5.00,580.00,0.00,,585.00,0.00
GA,ATLANTA CITY,GA,THERRELL HIGH SCHOOL,130012000070,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL HIGH SCHOOL,130012000070,2006,Out-of-school suspension,,0.00,0.00,,,0.00,320.00,0.00,,325.00,0.00
GA,ATLANTA CITY,GA,THERRELL HIGH SCHOOL,130012000070,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL HIGH SCHOOL,130012000070,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL HIGH SCHOOL,130012000070,2006,Total enrollment,,0.00,0.00,,,5.00,880.00,0.00,,885.00,10.00
GA,ATLANTA CITY,GA,WILLIAMS ELEMENTARY SCHOOL,130012000071,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,WILLIAMS ELEMENTARY SCHOOL,130012000071,2006,Out-of-school suspension,,0.00,0.00,,,0.00,25.00,0.00,,25.00,0.00
GA,ATLANTA CITY,GA,WILLIAMS ELEMENTARY SCHOOL,130012000071,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,WILLIAMS ELEMENTARY SCHOOL,130012000071,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,WILLIAMS ELEMENTARY SCHOOL,130012000071,2006,Total enrollment,,0.00,0.00,,,0.00,515.00,5.00,,515.00,0.00
GA,ATLANTA CITY,GA,WASHINGTON HIGH SCHOOL,130012000072,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,WASHINGTON HIGH SCHOOL,130012000072,2006,Out-of-school suspension,,0.00,0.00,,,0.00,215.00,0.00,,215.00,0.00
GA,ATLANTA CITY,GA,WASHINGTON HIGH SCHOOL,130012000072,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,5.00,0.00,,5.00,0.00
GA,ATLANTA CITY,GA,WASHINGTON HIGH SCHOOL,130012000072,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,WASHINGTON HIGH SCHOOL,130012000072,2006,Total enrollment,,0.00,0.00,,,5.00,1375.00,0.00,,1380.00,0.00
GA,ATLANTA CITY,GA,BENTEEN ELEMENTARY SCHOOL,130012000073,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,BENTEEN ELEMENTARY SCHOOL,130012000073,2006,Out-of-school suspension,,0.00,0.00,,,0.00,5.00,0.00,,5.00,0.00
GA,ATLANTA CITY,GA,BENTEEN ELEMENTARY SCHOOL,130012000073,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,BENTEEN ELEMENTARY SCHOOL,130012000073,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,BENTEEN ELEMENTARY SCHOOL,130012000073,2006,Total enrollment,,0.00,5.00,,,120.00,265.00,5.00,,390.00,75.00
GA,ATLANTA CITY,GA,OGLETHORPE ELEMENTARY SCHOOL,130012000076,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,OGLETHORPE ELEMENTARY SCHOOL,130012000076,2006,Out-of-school suspension,,0.00,0.00,,,0.00,25.00,0.00,,25.00,0.00
GA,ATLANTA CITY,GA,OGLETHORPE ELEMENTARY SCHOOL,130012000076,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,OGLETHORPE ELEMENTARY SCHOOL,130012000076,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,OGLETHORPE ELEMENTARY SCHOOL,130012000076,2006,Total enrollment,,0.00,0.00,,,0.00,220.00,0.00,,220.00,5.00
GA,ATLANTA CITY,GA,D. H. STANTON ELEMENTARY SCHOOL,130012000077,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,D. H. STANTON ELEMENTARY SCHOOL,130012000077,2006,Out-of-school suspension,,0.00,0.00,,,0.00,10.00,0.00,,10.00,0.00
GA,ATLANTA CITY,GA,D. H. STANTON ELEMENTARY SCHOOL,130012000077,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,D. H. STANTON ELEMENTARY SCHOOL,130012000077,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,D. H. STANTON ELEMENTARY SCHOOL,130012000077,2006,Total enrollment,,0.00,0.00,,,0.00,420.00,0.00,,420.00,0.00
GA,ATLANTA CITY,GA,COAN MIDDLE SCHOOL,130012000082,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,COAN MIDDLE SCHOOL,130012000082,2006,Out-of-school suspension,,0.00,0.00,,,0.00,185.00,0.00,,185.00,0.00
GA,ATLANTA CITY,GA,COAN MIDDLE SCHOOL,130012000082,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,COAN MIDDLE SCHOOL,130012000082,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,COAN MIDDLE SCHOOL,130012000082,2006,Total enrollment,,0.00,0.00,,,5.00,370.00,0.00,,380.00,0.00
GA,ATLANTA CITY,GA,CAPITOL VIEW ELEMENTARY SCHOOL,130012000084,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,CAPITOL VIEW ELEMENTARY SCHOOL,130012000084,2006,Out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,CAPITOL VIEW ELEMENTARY SCHOOL,130012000084,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,CAPITOL VIEW ELEMENTARY SCHOOL,130012000084,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,CAPITOL VIEW ELEMENTARY SCHOOL,130012000084,2006,Total enrollment,,0.00,0.00,,,5.00,220.00,0.00,,225.00,0.00
GA,ATLANTA CITY,GA,M. A. JONES ELEMENTARY SCHOOL,130012000085,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,M. A. JONES ELEMENTARY SCHOOL,130012000085,2006,Out-of-school suspension,,0.00,0.00,,,0.00,25.00,0.00,,25.00,0.00
GA,ATLANTA CITY,GA,M. A. JONES ELEMENTARY SCHOOL,130012000085,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,M. A. JONES ELEMENTARY SCHOOL,130012000085,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,M. A. JONES ELEMENTARY SCHOOL,130012000085,2006,Total enrollment,,0.00,0.00,,,0.00,540.00,0.00,,540.00,0.00
GA,ATLANTA CITY,GA,DOUGLASS HIGH SCHOOL,130012000089,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,DOUGLASS HIGH SCHOOL,130012000089,2006,Out-of-school suspension,,0.00,0.00,,,10.00,1145.00,0.00,,1150.00,0.00
GA,ATLANTA CITY,GA,DOUGLASS HIGH SCHOOL,130012000089,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,DOUGLASS HIGH SCHOOL,130012000089,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,DOUGLASS HIGH SCHOOL,130012000089,2006,Total enrollment,,0.00,5.00,,,10.00,2135.00,0.00,,2150.00,5.00
GA,ATLANTA CITY,GA,COOK ELEMENTARY SCHOOL,130012000090,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,COOK ELEMENTARY SCHOOL,130012000090,2006,Out-of-school suspension,,0.00,0.00,,,0.00,30.00,0.00,,30.00,0.00
GA,ATLANTA CITY,GA,COOK ELEMENTARY SCHOOL,130012000090,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,COOK ELEMENTARY SCHOOL,130012000090,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,COOK ELEMENTARY SCHOOL,130012000090,2006,Total enrollment,,0.00,0.00,,,15.00,255.00,10.00,,280.00,10.00
GA,ATLANTA CITY,GA,CLEVELAND ELEMENTARY SCHOOL,130012000091,2006,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,CLEVELAND ELEMENTARY SCHOOL,130012000091,2006,Out-of-school suspension,,0.00,0.00,,,0.00,20.00,0.00,,20.00,0.00
GA,ATLANTA CITY,GA,CLEVELAND ELEMENTARY SCHOOL,130012000091,2006,Expulsions (total with or without educational services),,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,CLEVELAND ELEMENTARY SCHOOL,130012000091,2006,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
GA,ATLANTA CITY,GA,CLEVELAND ELEMENTARY SCHOOL,130012000091,2006,Total enrollment,,0.00,0.00,,,5.00,430.00,0.00,,435.00,0.00
